Timestamp,Description,Interst/Alarm,Confusion/Understanding,Frusteration/Relief,Sorrow/Joy,Anger/Gratitude,Fear/Hope,Boredom/Surprise,Disgust/Desire
1636739719.4010696,"The robot turned around like he was looking at something. When I replayed the behavior, it seemed to move its head down a bit.",2,3,3,3,3,3,3,3
1636739821.8485548,"Cozmo moved forward and looked up, saying ""huh?"" as it approached the object of interest.",2,2,3,3,3,3,4,3
1636739900.7219164,He made a frustrated sound and didn't move anywhere. Seemed a bit impatient at for some reason.,3,3,2,3,2,3,3,3
1636739992.467073,Cozmo didn't move and made a clicking sound like he was waiting for something to happen.,3,3,3,3,3,3,3,3
1636740106.2745411,"Cozmo moved away from me like he didn't want to see my face, raising his handlebar in a frustrated manner.",3,2,1,3,2,3,3,2
1636740249.9836395,"Cozmo winced like something was hurting him or he was just tired, trying to lift his handlebar up and failing to do so.",4,3,1,3,3,3,3,3
1636740345.846721,The robot moved forward and looked up curiously like he was interested in something. ,1,2,3,3,3,3,3,4
1637084462.306302,raised its arms and moved forward,3,4,4,4,3,3,4,3
1637084589.678079,Did not appear to do anything. ,3,3,3,3,3,3,3,3
1637084658.3332014,"moved forward with arms raised with curious eyes. Seemed to say ""hello""",1,2,3,3,3,3,3,4
1637084772.9775252,moved forward raising its arms,2,3,3,4,3,3,2,3
1637084835.8813174,Looked up with its head,2,2,3,4,4,4,3,3
1637084892.7974777,moved forward slightly raising its arms,4,4,4,4,3,4,4,4
1637084971.0899396,raised arms moved to the right then put arm down moving forward and looking up,4,4,3,4,3,3,3,3
1637085055.8187947,raised its arms up slightly then moved forward ad bit and lowered arms,3,3,3,3,3,3,3,3
1637085138.7133324,"moved forward and said ""hello""",2,2,3,4,4,4,3,3
1637085223.5816329,turns right and utters some noise,1,2,2,2,3,3,2,2
1637085295.1086078,moved its head up slightly,3,3,3,3,3,3,3,3
1637085368.547222,"""Hi""?",4,4,3,3,3,3,2,3
1637085424.727465,"looked up and moved forward then turned right a little and put head down. Moved arms down then up

""oooh""
""ahh""",4,4,4,4,4,4,3,3
1637085533.6865819,"moved forward saying ""ooh"" lowering its arms then lifting them up",2,3,4,3,4,3,4,3
1637085624.5810027,Did not appear to do anything,3,3,3,3,3,3,3,3
1637085689.9570868,Raised arms,3,3,3,3,3,3,3,3
1637085745.7038865,"lifted head ""oh""
turned right and moved ""hi""",4,5,4,3,3,3,1,3
1637085815.830829,"lifted head, lowered it. moved forward slightly ""hahmm""",3,2,1,2,3,3,2,3
1637085874.0141213,"moved and turned to the right a bit ""hiii""",2,3,3,3,3,3,2,3
1637085938.5882065,"lowered head, moved forward a bit, lifted arms. pause. lowered arms",3,3,3,3,3,3,3,3
1637085938.5882065,"lowered head, moved forward a bit, lifted arms. pause. lowered arms",3,3,3,3,3,3,3,3
1637085996.2159843,moved and turned to its left,3,3,3,3,3,3,3,3
1637086055.2379405,lowered head,3,2,3,2,3,3,2,3
1637086104.2470825,moved forward with head lowered,3,2,2,1,2,2,2,2
1637086150.2898798,"moved to its right a little bit and seemd to say ""hello??"" seemed curious",1,2,3,3,3,2,3,4
1637086221.1480103,"moved forward saying ""ooh"" then turned to the right ""ah""",3,4,4,4,4,3,3,3
1637167288.8943582,"the robot said an interested ""ooh"" and turned to its right before lifting its head and saying an excited ""ah!""",1,3,4,5,3,3,5,3
1637167416.9719481,The robot moved its head up ever so slightly.,2,1,3,3,3,3,3,3
1637167584.4651442,The robot turned forward and to its right while lowering its head and raising its arms as if charging at something and trying to push through it.,4,3,1,2,1,3,3,3
1637167692.348381,"The robot raised its arms first turning left then right before raising its arms and turning the other direction. It then said a very confused ""ehh?"" before lowering its arms.",1,1,2,3,3,2,3,3
1637167839.928635,The robot first raised its head before waiting a moment and then raising its arms. When it did raise its arms it looked back down at that same moment.,3,2,2,2,3,3,2,3
1637167962.0580606,"The robot lowered its head slightly before slowly making a tight turn to its left. While it turned it said ""ooh"" before  getting cut off mid word and looking ahead once again.",3,1,2,2,3,3,3,4
1637168126.415935,"the robot looked down and lowered its arms, moved forward and then raised its arms before looking as high up as it could.",2,1,3,3,3,3,1,3
1637168246.9087162,"The robot moved forward while raising its arms and turning a little bit to its left before seeming to say ""eat shit!""",3,3,2,3,1,3,3,1
1637168420.3627033,The robot lifted its hands ever so slightly.,3,2,3,3,3,3,3,3
1637168498.5268452,"The robot moved forward while saying ""ooh?"" in an interested way.",1,4,3,4,4,5,5,4
1637168612.9589906,"The robot turned to its left and said ""ehh?""",1,1,3,2,3,3,3,3
1637168718.5109904,The robot squinted angrily before slowly raising its arms,3,5,3,3,1,2,3,1
1637168781.5698643,"The robot squealed ""ahh"" as if coming to a realization before quickly moving forward and to its left.",4,5,5,4,3,3,3,3
1637168873.0561185,"The robot said ""mmm"" before turning 90 degrees to its left and saying ""ahum"" as if to get someone's attention.",1,4,2,3,3,3,3,3
1637177413.9386435,"The robot said ""ah"" and then moved forward, raised its head and kept moving forward.",3,5,3,4,3,3,5,5
1637177554.6322608,The robot moved forward and then moved its eyes around.,5,3,3,3,3,3,4,3
1637177606.4732437,"The robot turned and looked away from me, then it turned its head down.",3,3,3,1,3,2,3,3
1637177667.5838385,"The robot moved forward, said ""ooo"" then its eyes opened up and raised its arms.",3,5,3,3,3,3,3,5
1637177767.4960394,"The robot lowered its arms, raised its head, and said ""eeh."" Then it raised its head and arms.",1,3,3,3,3,3,4,5
1637177857.0517318,The robot turned and then lowered its arms.,3,3,3,3,3,3,3,3
1637177903.5599387,"The robot moved forward while lowering its head and raising its arms. It then said ""ahh.""",1,3,3,3,3,4,3,5
1637177981.8117805,The robot raised its head and squinted at me.,5,2,3,3,3,3,3,3
1637178035.0969265,"The robot raised its arms and squinted while moving forward and said ""uuu.""",1,3,3,3,3,4,4,3
1637178129.8775082,The robot squinted its eyes and looked up.,1,1,3,3,3,3,3,3
1637178174.9873521,The robot lowered its head and then turned away from me.,3,3,3,2,3,1,3,3
1637178233.4279184,The robot squinted its eyes and lowered its head.,3,3,3,1,3,1,3,3
1637178290.8468406,"The robot turned and raised its arms, then it moved forward and slowly lowered its arms.",3,2,1,3,3,2,3,3
1637178365.9150739,The robot raised its head.,1,3,3,3,3,3,3,5
1637178415.7256863,The robot lowered its head and slightly raised its arms.,3,2,3,2,3,2,3,3
1637178478.0056863,"The robot said ""eh"" while moving forward and raising its arms and head.",1,2,3,3,3,3,4,4
1637178552.7501688,"The robot turned and raised its arms and said ""ah.""",2,1,2,3,3,3,3,3
1637178623.6813865,The robot turned and raised its arms.,2,1,3,3,3,1,3,3
1637178672.3122249,The robot lowered its arms and head and moved forward. Then it stopped and slightly raised its arms and inched forward.,5,2,5,3,3,3,3,4
1637178767.0110855,"The robot lowered its arms and head. While moving forward it said ""ayy sha.""",3,5,3,2,3,1,3,3
1637178837.2134085,"The robot moved forward, stopped and then raised raised its head and moved forward a little bit.",1,2,3,3,3,3,4,5
1637178901.4000807,The robot moved forward.,3,3,3,3,3,3,3,3
1637178945.8414855,The robot turned away from me and lowered its head.,3,3,3,1,3,1,3,3
1637179006.6438992,"The robot turned and said ""ayy sha"" and raised its head.",1,2,3,3,3,4,3,3
1637179060.0642002,The robot moved forward while raising its arms.,2,3,3,3,3,3,3,5
1637179104.642145,The robot raised its arms.,1,3,3,3,3,3,3,5
1637179146.6658764,The robot slowly lowered its arms and then turned.,3,4,3,3,3,1,3,3
1637179204.3505943,"The robot moved forward, raised its arms, and lowered its head.",2,3,3,3,4,3,3,5
1637354043.2326205,"The robot raised its arms, like it was trying to protect itself. It moved its eyes from side to side. It also looked around from side to side once its arms were raised. ",5,2,3,3,2,1,4,3
1637354212.136968,"the robot lowered its arms and then said ""hello?"" in a questoning voice. It then looked around from side to side. ",1,2,3,4,3,4,4,4
1637354298.3681893,"The robot slightly raided its arms, tilted its head up towards the sky, turned to the right roughly 30 degrees, and said ""uuuuum?"" in a very inquisitive manner. ",1,2,3,5,4,5,5,5
1637354393.5210123,"The robot moved straight forward a few inches, lowered its arms, squinted its eyes, and said something like ""hello?"" or ""who?"" or ""who are you?"" ",4,1,2,3,2,1,4,4
1637354523.7653942,"The robot looked and said nothing at first, just studied me. It then lowered its head and arms, turned away from me, and said ""ew.""",2,5,1,3,1,3,3,1
1637354621.4395146,"At first, the robot's arms started down They then said ""uh,"" raised thier arms above their head, and then said ""AAAAH!"" ",2,5,1,3,1,2,3,2
1637354730.026931,The robot started moving immediately a couple of inches straight and slightly to the right. They then tilted their head down and made squinty eyes.,1,2,3,3,3,4,4,5
1637354856.692361,"At first the robot tilted thier head up and said something like ""uhuh"" or ""bruh"" (it was a little hard to tell). The robot said this is a lower voice. Then, the robot lowered their head and said ""awwwww."" The voice started high and dipped down.",1,2,3,1,3,3,3,3
1637355005.7755966,"The robot first moved straight with a slight right direction. Then, they stopped and said ""oyyyy."" Then they moved slightly left and straight. hey then said ""um?"" They ended looking right at me when they made squinty, angry eyes. ",1,2,1,3,1,2,3,1
1637355193.3602998,"At first, the robot raised their head and hands up to the sky and said ""hi!"" then turned around, lowered their head and hands. ",1,5,5,5,5,5,5,3
1637355299.5489433,"The robot turned around nearly 180 degrees, lowered their head, and lowered their arms.",3,4,3,1,3,1,2,3
1637355401.752217,"The robot moved a little forward, lowered their arms, tilted thier head up, and said ""um""",2,2,4,3,3,3,4,3
